business_name,category,area,latitude,longitude,distance_km,geofilter,geofilter_reason,coordinate_source,phone,normalized_phone,website,instagram_handle,instagram_url,facebook_url,google_maps_cid,verified_date,operating_status,url,instagram_enrich_source,instagram_enrich_date,instagram_enrich_confidence,instagram_confidence,ig_verified,ig_verify_date,whatsapp,email,tiktok_url,youtube_url,twitter_url,other_social_urls,description_full
Restaurante Nema,restaurant,Puerto Viejo,9.658618,-82.751555,0.406,pass,area_included:Puerto Viejo,array,+506 2750-0085,+50627500085,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d8697383-Reviews-Nema_Bar_y_Restaurante-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,7919869702409355075,2026-03-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/restaurante-nema/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,Restaurant specializing in Caribbean food and especially seafood
Restaurante Riquísimo,restaurant,Puerto Viejo,9.657389,-82.753954,0.232,pass,area_included:Puerto Viejo,array,+506 2750 0367,+50627500367,https://www.tkqlhce.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g309265-d4163712-Reviews-Soda_riquisimo-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,https://www.facebook.com/Restaurante-Riqu%C3%ADsimo-CR-333747447514616/,9970954456776975626,2026-02-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/restaurante-riquisimo/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,Restaurant serving Caribbean and Costa Rican specialties such as rice and beans and casados.
"El Rincon Porteño - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.643392,-82.723129,3.567,pass,area_included:Playa Chiquita,array,+506 8499 2651,+50684992651,https://www.anrdoezrs.net/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g1212465-d14789061-Reviews-El_Rincon_Porteno-Cocles_Puerto_Viejo_de_Talamanca_Province_of_Limon.html,elrinconporteno_pv,https://www.instagram.com/elrinconporteno_pv,https://www.facebook.com/elrinconporteno.pv,12004515342485209052,2025-08-31,active,https://www.puertoviejosatellite.com/en/playa-chiquita/el-rincon-porteno/,,,,verified,true,2026-07-04,,,,,,,"Argentinian restaurant. Grill, pizza, pasta, hamburgers."
Roly Caribbean Food,restaurant,Puerto Viejo,9.656312,-82.755828,0.295,pass,area_included:Puerto Viejo,array,+506 6090 8066,+50660908066,,roly.caribbean.food,https://www.instagram.com/roly.caribbean.food,,16999591583866751916,2026-04-02,active,https://www.puertoviejosatellite.com/en/puerto-viejo/roly-caribbean-food/,,,,verified,true,2026-07-04,,,,,,,Casual restaurant near the bus stop and with tables also on the beach side. Serves traditional Tico and Caribbean food.
"La Ruedita - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.637714,-82.704297,5.721,pass,area_included:Playa Chiquita,array,+506 6028 0423,+50660280423,,la_ruedita_cr,https://www.instagram.com/la_ruedita_cr,https://www.facebook.com/quequilombo.parrilla,1919422794756532278,2025-09-03,active,https://www.puertoviejosatellite.com/en/playa-chiquita/la-ruedita/,,,,verified,true,2026-07-04,,,,,,,Casual restaurant specializing in Costa Rican and Argentinian food.
El Sabor Tico,restaurant,Puerto Viejo,9.656665,-82.754633,0.203,pass,area_included:Puerto Viejo,array,+506 8876 5020,+50688765020,,,,,7269480960058336334,2026-03-09,active,https://www.puertoviejosatellite.com/en/puerto-viejo/el-sabor-tico/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,Restaurant serving Costa Rica classics such as gallo pinto for breakfast and casados for lunch and dinner.
Samurai Fusion,restaurant,Puerto Viejo,9.658118,-82.751913,0.338,pass,area_included:Puerto Viejo,array,+506 8770 7502,+50687707502,https://www.dpbolvw.net/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g309265-d24135534-Reviews-Samuray_Fusion-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,samurai_wolaba,https://www.instagram.com/samurai_wolaba,https://www.facebook.com/samuraiwolaba/,8353793036632461139,2025-05-09,closed,https://www.puertoviejosatellite.com/en/puerto-viejo/samurai-fusion/,,,,verified,true,2026-07-04,,,,,,,"Small restaurant offering Japanese food: sushi, tempura and more. Also open in the mornings serving breakfast as Samurai Wolaba. Samurai Fusion is temporarily closed for renovations but they are still offering delivery"
"Selvin's Restaurant and Cabinas - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",restaurant,Punta Uva,9.636339,-82.699482,6.269,pass,area_included:Punta Uva,array,,,,selvinsrestauranteycabinas,https://www.instagram.com/selvinsrestauranteycabinas,https://www.facebook.com/restauranteselvin,16977709915965621211,2025-09-18,active,https://www.puertoviejosatellite.com/en/punta-uva/selvins-restaurant-and-cabinas/,,,,verified,true,2026-07-04,,,,,,,Restaurant serving fresh local food specializing in seafood. Several rooms for rent as well as a two bedroom house. 4.4 / 5 rating on Google Maps  8.5 / 10 rating on Booking.com
El Sendero Beach Club,restaurant,Puerto Viejo,9.659438,-82.750938,0.518,pass,area_included:Puerto Viejo,array,+506 8635 4721,+50686354721,,senderobeachclub,https://www.instagram.com/senderobeachclub,https://www.facebook.com/profile.php?id=100088694503326&mibextid=ZbWKwL,11811768080109070447,2026-05-21,active,https://www.puertoviejosatellite.com/en/puerto-viejo/el-sendero-beach-club/,,,,verified,true,2026-07-04,,,,,,,Beachfront restaurant and bar. Caribbean and fusion food.
SOCA Restaurant,restaurant,Puerto Viejo,9.657759,-82.752478,0.277,pass,area_included:Puerto Viejo,array,+506 8505 1414,+50685051414,https://www.jdoqocy.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g309265-d23838043-Reviews-Soca-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,socarestaurant,https://www.instagram.com/socarestaurant,https://www.facebook.com/wahappencaribe,12232799133081119632,2026-03-20,active,https://www.puertoviejosatellite.com/en/puerto-viejo/soca-restaurant/,,,,verified,true,2026-07-04,+50685051414,,,,,,Restaurant from the creators of KOKi Beach. Mediterranean menu in a stylish space.  Extensive cocktail/bar selection.
"Soda Playa Chiquita - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.63738,-82.706807,5.476,pass,area_included:Playa Chiquita,array,,,"https://www.kqzyfj.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g12673094-d19894126-Reviews-Soda_Playa_Chiquita-Playa_Chiquita_Puerto_Viejo_de_Talamanca_Province_of_Limon.html
",,,https://www.facebook.com/soda.chiquita,10526256393366740216,2025-09-01,active,https://www.puertoviejosatellite.com/en/playa-chiquita/soda-playa-chiquita/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,Casual restaurant with a variety of options including seafood and vegetarian
Soda Shekiná,restaurant,Puerto Viejo,9.654707,-82.753821,0.096,pass,area_included:Puerto Viejo,array,+506 2750 0549,+50627500549,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d12580946-Reviews-Soda_Shekina-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,11963087103971381770,2026-01-01,active,https://www.puertoviejosatellite.com/en/puerto-viejo/soda-shekina/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,Restaurant specializing in authentic local Caribbean style food and breakfast/brunch.
"El Sol del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.650412,-82.737255,1.844,pass,area_included:Cocles,array,+506 2750 2048,+50627502048,,resta_soldelcaribe,https://www.instagram.com/resta_soldelcaribe,,,2025-08-05,active,https://www.puertoviejosatellite.com/en/cocles/el-sol-del-caribe/,,,,verified,true,2026-07-04,,,,,,,"Restaurant serving seafood, casados and Caribbean dishes"
Soulsurfer,restaurant,Puerto Viejo,9.656119,-82.753694,0.091,pass,area_included:Puerto Viejo,array,+506 8657 4263,+50686574263,,soulsurfer_puertoviejo,https://www.instagram.com/soulsurfer_puertoviejo,https://www.facebook.com/soulsurferpuertoviejo,5800050942790570331,2026-03-07,active,https://www.puertoviejosatellite.com/en/puerto-viejo/soulsurfer/,,,,verified,true,2026-07-04,,,,,,,"Gourmet burger restaurant with beef, chicken, pork and vegetarian options."
"Spicy Coconut - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.643598,-82.722066,3.667,pass,area_included:Playa Chiquita,array,+506 2750-0584,+50627500584,,spicycoconutpv,https://www.instagram.com/spicycoconutpv,https://www.facebook.com/spicycoconutpv,9500835097815952703,2025-12-10,active,https://www.puertoviejosatellite.com/en/playa-chiquita/spicy-coconut/,,,,verified,true,2026-07-04,,,,,,,"Restaurant at Villas del Caribe open for lunch and dinner. Poke, curries, burgers and more as well as a small souvenir store."
Stashu's Con Fusion,restaurant,Puerto Viejo,9.656973,-82.75385,0.185,pass,area_included:Puerto Viejo,array,+506 8385-6887,+50683856887,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d969594-Reviews-Stashus_con_Fusion-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,stashusconfusion,https://www.instagram.com/stashusconfusion,https://www.facebook.com/Stashus-Con-Fusion-175927065802353/,12889418516397438139,2026-03-08,active,https://www.puertoviejosatellite.com/en/puerto-viejo/stashus-con-fusion/,,,,verified,true,2026-07-04,,,,,,,"Fusion food restaurant with live music. Caribbean, Mediterranean and Asian flavors along with fresh seafood and great vegetarian and vegan options."
"Sushi Wave - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.651643,-82.738553,1.67,pass,area_included:Cocles,array,+506 8651 3100,+50686513100,,sushiwavecocles,https://www.instagram.com/sushiwavecocles,,18334594677246073631,2025-09-01,active,https://www.puertoviejosatellite.com/en/cocles/sushi-wave/,,,,verified,true,2026-07-04,,,,,,,Sushi bar located at Cariblue Beach and Jungle Resort with beachfront dining.
Todo Es Posible,restaurant,Puerto Viejo,9.657728,-82.745936,0.848,pass,area_included:Puerto Viejo,array,+506 2756 8484,+50627568484,,todoesposible,https://www.instagram.com/todoesposible/,,,2026-03-20,active,https://www.puertoviejosatellite.com/en/puerto-viejo/todo-es-posible/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,Italian restaurant open for dinner. Located at Casitas La Playa
"Zaika Bar & Grill - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.643108,-82.726111,3.279,pass,area_included:Cocles,array,+506 8800 7708,+50688007708,,zaikacocles,https://www.instagram.com/zaikacocles,https://www.facebook.com/zaikacocles,4581732904956358033,2025-07-15,active,https://www.puertoviejosatellite.com/en/cocles/zaika-bar-and-grill/,,,,verified,true,2026-07-04,,,,,,,"Indian restaurant. Good selection of vegetarian, vegan and gluten free options."
Clan Vibes Club,restaurant,Puerto Viejo,9.65777,-82.754227,0.282,pass,area_included:Puerto Viejo,array,,,,clanvibes_club,https://www.instagram.com/clanvibes_club,,7459202686588347907,2026-02-13,active,https://www.puertoviejosatellite.com/en/puerto-viejo/clan-vibes-club/,,,,verified,true,2026-07-04,,,,,,,"Nightclub that takes place at Chaman Mercadito Wednesday through Sunday. DJ, beer and cocktails."
"Da Lime Beach Club and Restaurant - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.643853,-82.7194,3.932,pass,area_included:Playa Chiquita,array,+506 2750 0131,+50627500131,,,,,5875257995302760665,2025-07-15,active,https://www.puertoviejosatellite.com/en/playa-chiquita/da-lime-beach-club-and-restaurant/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Beach club and restaurant located at Hotel Aguas Claras. Cocktails. Lunch options including burgers, wraps, ceviche. Happy hour, DJ."
Green Jaguar Irish Gastro Pub,restaurant,Puerto Viejo,9.657357,-82.752287,0.244,pass,area_included:Puerto Viejo,array,+506 8835 4041,+50688354041,,greenjaguar.pv,https://www.instagram.com/greenjaguar.pv,https://www.facebook.com/profile.php?id=100083189685714,14220452903198803816,2026-03-15,active,https://www.puertoviejosatellite.com/en/puerto-viejo/green-jaguar-irish-gastro-pub/,,,,verified,true,2026-07-04,+50688354041,,,,,,Restaurant and Irish pub. Live music.
Johnny's Place,restaurant,Puerto Viejo,9.658165,-82.754874,0.353,pass,area_included:Puerto Viejo,array,+506 2750 0200,+50627500200,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d7131062-Reviews-Johnny_s_Place-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,johnnysplacepv,https://www.instagram.com/johnnysplacepv,https://www.facebook.com/JohnnysPlacePuertoViejo,3484755376915308939,2026-03-05,active,https://www.puertoviejosatellite.com/en/puerto-viejo/johnnys-place/,,,,verified,true,2026-07-04,,,,,,,Beachfront bar which has been a fixture of the Puerto Viejo scene for many years. Serves food as well. Popular late nights.
"Playa Negra Brewing - Playa Negra, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Negra,9.653931,-82.758651,0.609,pass,area_included:Playa Negra,array,+506 2750 0690,+50627500690,,playanegrabrewing,https://www.instagram.com/playanegrabrewing/,https://www.facebook.com/BriBriSpringsBrewery,8816532573875491055,2025-07-16,active,https://www.puertoviejosatellite.com/en/playa-negra/playa-negra-brewing/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,Micro-craft brewery dedicated to making handcrafted all-grain fine ales.  Restaurant.
Salsa Brava Beach Bar,restaurant,Puerto Viejo,9.659072,-82.751347,0.461,pass,area_included:Puerto Viejo,array,+506 8317 4029,+50683174029,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d8368375-Reviews-Salsa_Brava-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,salsabravapuertoviejo,https://www.instagram.com/salsabravapuertoviejo,https://www.facebook.com/SalsaBravaBeachBar,15009365918254941244,2026-03-09,active,https://www.puertoviejosatellite.com/en/puerto-viejo/salsa-brava-beach-bar/,,,,verified,true,2026-07-04,,,,,,,"Bar and restaurant on the beach overlooking Salsa Brava. Reggae music and Caribbean food. Breakfast, lunch & dinner. Happy hour 4-8 pm. Reggae party late into the night Fridays and Sundays. Ask about their Caribbean Spoon cooking classes and latin dance classes."
7 Ice Creams,restaurant,Puerto Viejo,9.657013,-82.754243,0.207,pass,area_included:Puerto Viejo,array,+506 8866 8865,+50688668865,,7ice_creams,https://www.instagram.com/7ice_creams,,13904096282139076225,2026-02-16,active,https://www.puertoviejosatellite.com/en/puerto-viejo/7-ice-creams/,,,,verified,true,2026-07-04,,,,,,,"Ice cream, crepes, smoothies and coffee"
"Baya Baya Café - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.651731,-82.738687,1.653,pass,area_included:Cocles,array,+506 8702 5114,+50687025114,,bayabaya.puertoviejo,https://www.instagram.com/bayabaya.puertoviejo,,16439982460016547770,2026-05-25,active,https://www.puertoviejosatellite.com/en/cocles/baya-baya-cafe/,,,,verified,true,2026-07-04,,,,,,,Brunch and speciality coffee
Bloom Cafe & Donas,restaurant,Puerto Viejo,9.655791,-82.75402,0.09,pass,area_included:Puerto Viejo,array,+506 8661 2372,+50686612372,,bloomdonas,https://www.instagram.com/bloomdonas,,3622931891880684663,2026-02-11,active,https://www.puertoviejosatellite.com/en/puerto-viejo/bloom-cafe-donas/,,,,verified,true,2026-07-04,,,,,,,Freshly in-house made donuts and coffee. On selected nights the space becomes Bloom Nocturno with craft cocktails.
BOA Coworking,restaurant,Puerto Viejo,9.657341,-82.752241,0.245,pass,area_included:Puerto Viejo,array,,,,boapuertoviejo,https://www.instagram.com/boapuertoviejo,,9729510481461644038,2026-01-09,active,https://www.puertoviejosatellite.com/en/puerto-viejo/boa-coworking/,,,,verified,true,2026-07-04,,,,,,,"Coworking space, café, lounge and gallery upstairs from Green Jaguar Irish Gastro Pub but with a separate food menu which is fully vegetarian."
Bread and Chocolate,restaurant,Puerto Viejo,9.656381,-82.753803,0.122,pass,area_included:Puerto Viejo,array,+506 2750-0723,+50627500723,,,,,3667327054410327456,2026-02-11,active,https://www.puertoviejosatellite.com/en/puerto-viejo/bread-and-chocolate/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Restaurant known for their baked goods, coffee and desserts but there is also a full menu. Good number of vegetarian options and has some vegan desserts and meals as well."
Bread What What,restaurant,Puerto Viejo,9.658457,-82.752243,0.359,pass,area_included:Puerto Viejo,array,+506 8814 8984,+50688148984,,breadwhatwhatcoffee,https://www.instagram.com/breadwhatwhatcoffee,https://www.facebook.com/p/Bread-what-what-100076592611660/,15524106146082438383,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/bread-what-what/,,,,verified,true,2026-07-04,,,,,,,"Coffee, smoothies, breakfast, bowls, sandwiches."
"Café del Mar - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.651811,-82.738791,1.64,pass,area_included:Cocles,array,+506 6429 7402,+50664297402,,cafedelmar.pv,https://www.instagram.com/cafedelmar.pv,,11273521356461778959,2025-09-26,active,https://www.puertoviejosatellite.com/en/cocles/cafe-del-mar/,,,,verified,true,2026-07-04,,,,,,,Coffee shop offering espresso drinks and food in a garden setting. Coworking.
